hhid,d_code,v_code,a13,group,b11,b12,d11,d13_q_01,d13_q_02,d13_q_03,d13_q_04,d13_q_05,d13_q_06,d13_q_07,d13_q_08,d13_q_09,d13_q_10,d13_u_01,d13_u_02,d13_u_03,d13_u_04,d13_u_05,d13_u_06,d13_u_07,d13_u_08,d13_u_09,d13_u_10,d6_code_1,d6_code_2,d6_code_3,d6_code_4,d6_code_5,d6_code_6,d6_code_7,d61_1,d61_2,d61_3,d61_4,d61_5,d61_6,d61_7,g21,g_crops,g_livestock,g22,g23,g24,g25,g26,g27,g28,g29_men,g29_women,g29_child,g210_men,g210_women,g210_child,g211,g212,g212_spec,l11,l11_id,l_1_code_01,l_1_code_02,l_1_code_03,l_1_code_04,l_1_code_05,l_1_code_06,l_1_code_07,l_1_code_08,l_1_code_09,l_1_code_10,l_1_code_11,l_1_code_12,l_1_code_13,l_1_code_14,l_1_code_15,l_1_code_16,l_1_code_17,l_1_code_18,l12_01,l12_02,l12_03,l12_04,l12_05,l12_06,l12_07,l12_08,l12_09,l12_10,l12_11,l12_12,l12_13,l12_14,l12_15,l12_16,l12_17,l12_18
104311,1,104,311,Control,male,6,7,35,25,15,13,8,5,3,,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,none,789,6500,-99,700,none,none,150000,none,none,none,none,none,360000,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,0,yes,0,0,0,0,yes,0,yes,yes,yes,yes,yes,0
104501,1,104,501,Control,male,4,6,10,15,12,45,15,18,,,,,decimals,decimals,decimals,decimals,decimals,decimals,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104531,1,104,531,Control,male,4,12,50,12.5,5,30,15,3,12,10,8,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104439,1,104,439,Control,male,7,7,25,25,18,15,15,10,5,,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,none,7650,,none,none,none,none,none,none,60000,60000,none,none,none,none,none,none,none,,yes,7,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,yes,yes,yes,0,0,0,yes,0,0,yes,yes,0,0,0,0
104102,1,104,102,Control,male,9,7,36,30,25,15,12,10,10,,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,yes,0,,-3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104500,1,104,500,Control,male,5,22,,54,48,45,42,42,43,41,36,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,none,15800,56500,-99,none,70000,none,none,none,none,25000,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,0,yes,yes,0,0,yes,yes,yes,0,yes,0,yes,yes,0,yes,yes,0,0
104500,1,104,500,Control,male,5,22,,54,48,45,42,42,43,41,36,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,none,15800,56500,50000,none,70000,none,none,none,none,25000,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,0,yes,yes,0,0,yes,yes,yes,0,yes,0,yes,yes,0,yes,yes,0,0
104340,1,104,340,Control,male,5,5,46,30,23,15,15,,,,,,decimals,decimals,decimals,decimals,decimals,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,,-3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104417,1,104,417,Control,male,5,4,45,40,21,18,,,,,,,decimals,decimals,decimals,decimals,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,384000,-1050,,none,500,11500,none,25000,none,none,none,none,none,72000,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,yes,0,yes,0,0,0,0,0,yes,yes,yes,yes,yes,yes,0
104307,1,104,307,Control,male,5,12,75,50,40,25,18,15,12,8,8,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,yes,0,none,3200,68400,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,yes,yes,yes,0,0,0,0,0,0,yes,0,yes,yes,yes,0
104331,1,104,331,Control,male,9,33,175,100,60,30,30,30,25,25,20,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,yes,0,none,35800,32000,27000,15000,none,none,none,none,none,none,none,none,360000,none,none,-99,none,,yes,5,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,yes,yes,yes,0,0,0,0,0,yes,yes,0,yes,yes,yes,0
104511,1,104,511,Control,male,5,6,15,25,27,13,7,7,,,,,decimals,decimals,decimals,decimals,decimals,decimals,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104435,1,104,435,Control,male,10,7,30,25,18,15,12,12,7,,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,1000,5934,,none,none,none,none,none,none,none,22500,none,none,none,none,none,none,none,,yes,4,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,0,yes,yes,yes,0,0,yes,0,yes,yes,yes,yes,yes,yes,0
105429,1,105,429,Treatmet,male,7,1,8,,,,,,,,,,decimals,,,,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,0,0,0,,-6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105405,1,105,105,Treatmet,male,6,6,5,6,4,5,12,3,,,,,decimals,decimals,decimals,decimals,decimals,decimals,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,,-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105403,1,105,403,Treatmet,male,4,8,24,18,12,13,12,8,7,2,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,100000,-4000,,7000,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,0,0,0,yes,0,0,0,0,0,yes,0,yes,yes,yes,yes,yes
105326,1,105,326,Treatmet,male,4,12,32,16,16,8,8,6,6,4,3,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,yes,none,-250,,none,none,none,none,none,none,none,33750,none,none,none,none,none,-99,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,yes,yes,0,0,0,0,0,0,0,0,yes,0,yes,yes
105328,1,105,328,Treatmet,male,5,14,30,26,24,18,18,16,12,8,8,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,,-4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105432,1,105,432,Treatmet,male,5,32,50,30,24,20,14,12,10,10,8,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,yes,0,yes,0,0,none,2500,26400,15000,none,none,none,none,none,none,none,none,none,none,none,none,-99,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,0,yes,0,yes,yes,0,0,0,0,yes,0,yes,yes,yes,yes,
105518,1,105,518,Treatmet,male,4,8,30,18,10,8,8,3,3,2,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,yes,0,yes,0,0,none,-3700,,-99,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,yes,1,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,yes,yes,yes,yes,0,0,0,0,0,0,yes,yes,yes,yes,0
105605,1,105,105,Treatmet,male,6,4,32,16,12,6,,,,,,,decimals,decimals,decimals,decimals,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,,-17491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105503,1,105,503,Treatmet,male,7,15,60,22,22,20,10,10,10,10,8,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,,-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105423,1,105,423,Treatmet,male,6,26,80,48,40,40,40,30,24,24,20,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,yes,none,,52040,3000,none,40000,none,none,none,none,10000,none,none,none,none,none,none,49000,SOLD BUFFALO,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,yes,yes,yes,0,0,0,0,yes,yes,0,yes,yes,yes,0
105526,1,105,526,Treatmet,male,6,25,20,20,20,20,20,20,20,20,14,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,none,,,25000,5000,none,none,none,none,none,none,none,none,none,none,none,-99,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,0,yes,0,yes,0,0,0,0,0,yes,0,0,yes,yes,yes,0
105500,1,105,500,Treatmet,male,10,14,20,20,20,12,7,6,6,6,6,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105330,1,105,330,Treatmet,male,4,10,34,28,16,12,4,16,6,6,4,4,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,none,3125,,15000,none,none,none,none,none,none,none,none,none,156000,none,none,none,none,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106624,1,106,624,Control,male,4,2,50,30,,,,,,,,,decimals,decimals,,,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,none,-74350,,200000,20000,none,none,none,none,none,-99,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,0,yes,yes,0,0,0,0,0,yes,yes,0,yes,0,yes,0
106518,1,106,518,Control,male,4,12,33,25,25,20,12,10,10,10,5,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,900000,-6250,150000,none,1000,none,none,none,none,none,none,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,yes,yes,0,0,0,0,0,yes,0,0,yes,0,yes,0
106309,1,106,309,Control,male,9,7,26,13,23,10.5,10.5,10,10.5,,,,decimals,decimals,decimals,decimals,decimals,decimals,decimals,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,175000,8300,22000,none,none,none,none,none,none,none,none,none,none,none,none,none,-99,90000,OWN MOTOR CYCLE,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,yes,yes,yes,0,0,0,yes,yes,yes,0,yes,yes,yes,0
106225,1,106,225,Control,0,3,no plots,,,,,,,,,,,,,,,,,,,,,green manure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106222,1,106,222,Control,male,3,no plots,,,,,,,,,,,,,,,,,,,,,green manure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106216,1,106,216,Control,male,4,no plots,,,,,,,,,,,,,,,,,,,,,green manure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106317,1,106,317,Control,male,3,no plots,,,,,,,,,,,,,,,,,,,,,green manure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106621,1,106,621,Control,male,5,5,32.5,26,16.25,16.5,19.5,,,,,,decimals,decimals,decimals,decimals,decimals,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,,-14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106418,1,106,418,Control,male,5,1,30,,,,,,,,,,decimals,,,,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,none,,,none,1500,10800,none,none,none,none,none,none,none,120000,none,none,-99,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,0,yes,yes,0,0,0,0,0,yes,yes,yes,yes,yes,yes,yes
106613,1,106,613,Control,male,7,10,68,24.5,12,12.7,12,10.5,9.300000000000001,9,8,5.2,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,decimals,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,350000,16400,2000,none,none,15000,none,none,none,none,10000,none,none,none,none,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,0,yes,yes,yes,yes,0,0,0,0,yes,yes,yes,0,yes,0,yes,0
106625,1,106,625,Control,male,15,2,78,24,,,,,,,,,decimals,decimals,,,,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,yes,0,none,-11300,26000,100000,1000,10000,none,none,none,none,none,none,none,240000,120000,none,none,none,,yes,2,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,yes,yes,yes,0,0,0,0,0,yes,yes,yes,yes,0,yes,0
106304,1,106,304,Control,male,5,5,45.5,45.5,45.5,45,40,,,,,,decimals,decimals,decimals,decimals,decimals,,,,,,green manure,mulching,seedbed method for rice,alternate wet/dry method,line planting,double transplanting of paddy,dapog method of seed sowing,0,0,0,0,yes,0,0,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106211,1,106,106,Control,male,5,no plots,,-99,,,,,,,,,,,,,,,,,,,green manure,,,,,,,,,,,,,,none,,,none,none,20000,none,none,none,none,none,none,none,180000,96000,none,none,none,,yes,5,rice and cereals,wheat flour,white roots and tubers,yellow/orange vegetables and tubers,dark green leafy vegetables,other vegetables,vitamin a rich fruits,other fruits,organ meat,flesh meat,eggs,fish,"legumes, nuts and seeds",milk and milk products,oils and fats,sweets,"spices, condiments, beverages",Any food from OUTSIDE of the home?,yes,yes,yes,0,yes,yes,0,0,0,0,yes,yes,yes,0,yes,yes,yes,0
